WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW,PSOURCE_SUBTYPE_INF,PSOURCE_PPOS_INF,PSOURCE_RSV
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-06-29,1998,27,1998-06-28,1998,26,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,IN,199827,199826,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-07-13,1998,29,1998-07-12,1998,28,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,A marked increase in the number of respiratory cases was observed.  Some influenza A(H3N2)were isolated.,IN,199829,199828,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-07-20,1998,30,1998-07-19,1998,29,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,A marked increase in the number of respiratory cases was observed.  Some influenza A(H3N2)were isolated.,IN,199830,199829,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-07-27,1998,31,1998-07-26,1998,30,NOTDEFINED,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,5.0,,,,,,,,,,,,Influenza A(H3N2) and some influenza B were isolated during the recent outbreak.,IN,199831,199830,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-08-03,1998,32,1998-08-02,1998,31,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199832,199831,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-08-10,1998,33,1998-08-09,1998,32,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199833,199832,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-08-17,1998,34,1998-08-16,1998,33,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199834,199833,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-08-24,1998,35,1998-08-23,1998,34,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199835,199834,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-08-31,1998,36,1998-08-30,1998,35,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199836,199835,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-09-07,1998,37,1998-09-06,1998,36,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199837,199836,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-09-14,1998,38,1998-09-13,1998,37,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199838,199837,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-09-21,1998,39,1998-09-20,1998,38,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199839,199838,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-09-28,1998,40,1998-09-27,1998,39,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199840,199839,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-10-05,1998,41,1998-10-04,1998,40,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199841,199840,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-10-12,1998,42,1998-10-11,1998,41,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199842,199841,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-10-19,1998,43,1998-10-18,1998,42,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199843,199842,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-10-26,1998,44,1998-10-25,1998,43,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199844,199843,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-11-02,1998,45,1998-11-01,1998,44,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199845,199844,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-11-09,1998,46,1998-11-08,1998,45,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199846,199845,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-11-16,1998,47,1998-11-15,1998,46,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199847,199846,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-11-23,1998,48,1998-11-22,1998,47,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199848,199847,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-11-30,1998,49,1998-11-29,1998,48,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199849,199848,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-12-07,1998,50,1998-12-06,1998,49,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199850,199849,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-12-14,1998,51,1998-12-13,1998,50,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199851,199850,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-12-21,1998,52,1998-12-20,1998,51,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199852,199851,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1998-12-28,1998,53,1998-12-27,1998,52,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199853,199852,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-01-04,1999,1,1999-01-03,1999,1,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199901,199901,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-01-11,1999,2,1999-01-10,1999,2,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199902,199902,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-01-18,1999,3,1999-01-17,1999,3,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199903,199903,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-01-25,1999,4,1999-01-24,1999,4,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199904,199904,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-02-01,1999,5,1999-01-31,1999,5,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199905,199905,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-02-08,1999,6,1999-02-07,1999,6,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199906,199906,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-02-15,1999,7,1999-02-14,1999,7,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199907,199907,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-02-22,1999,8,1999-02-21,1999,8,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199908,199908,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-03-01,1999,9,1999-02-28,1999,9,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199909,199909,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-03-08,1999,10,1999-03-07,1999,10,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199910,199910,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-03-15,1999,11,1999-03-14,1999,11,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199911,199911,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-03-22,1999,12,1999-03-21,1999,12,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,"Local outbreak in the general population that affected mainly children aged 0-4 years was reported during the last week of March, in the North West part of Kasauli, Himachal Pradesh.  Influenza A(H3N2) was identified.  Specimen/s will be sent to WHO Collaborating Centre.  ",IN,199912,199912,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-04-19,1999,16,1999-04-18,1999,16,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199916,199916,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-06-21,1999,25,1999-06-20,1999,25,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199925,199925,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-06-28,1999,26,1999-06-27,1999,26,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199926,199926,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-07-05,1999,27,1999-07-04,1999,27,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199927,199927,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-07-12,1999,28,1999-07-11,1999,28,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199928,199928,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-07-19,1999,29,1999-07-18,1999,29,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,IN,199929,199929,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-09-20,1999,38,1999-09-19,1999,38,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199938,199938,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-09-27,1999,39,1999-09-26,1999,39,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199939,199939,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-10-04,1999,40,1999-10-03,1999,40,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199940,199940,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-10-11,1999,41,1999-10-10,1999,41,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199941,199941,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-10-18,1999,42,1999-10-17,1999,42,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199942,199942,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-10-25,1999,43,1999-10-24,1999,43,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199943,199943,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-11-01,1999,44,1999-10-31,1999,44,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolates.,IN,199944,199944,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-11-08,1999,45,1999-11-07,1999,45,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No virus isolates.,IN,199945,199945,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-11-15,1999,46,1999-11-14,1999,46,NOTDEFINED,,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,No influenza virus isolated so far.,IN,199946,199946,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-11-22,1999,47,1999-11-21,1999,47,NOTDEFINED,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,no activity,IN,199947,199947,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-11-29,1999,48,1999-11-28,1999,48,NOTDEFINED,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,no activity,IN,199948,199948,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-12-06,1999,49,1999-12-05,1999,49,NOTDEFINED,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,no activity,IN,199949,199949,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-12-13,1999,50,1999-12-12,1999,50,NOTDEFINED,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,no activity,IN,199950,199950,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-12-20,1999,51,1999-12-19,1999,51,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,no activity,IN,199951,199951,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,1999-12-27,1999,52,1999-12-26,1999,52,NOTDEFINED,2.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,199952,199952,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-01-03,2000,1,2000-01-02,2000,1,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,no activity,IN,200001,200001,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-01-10,2000,2,2000-01-09,2000,2,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200002,200002,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-01-17,2000,3,2000-01-16,2000,3,NOTDEFINED,7.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200003,200003,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-01-24,2000,4,2000-01-23,2000,4,NOTDEFINED,10.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200004,200004,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-01-31,2000,5,2000-01-30,2000,5,NOTDEFINED,9.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200005,200005,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-02-07,2000,6,2000-02-06,2000,6,NOTDEFINED,4.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200006,200006,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-02-14,2000,7,2000-02-13,2000,7,NOTDEFINED,6.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,"3295 ARD cases-PHCs/hospitals, Pune(Feb)",IN,200007,200007,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-02-21,2000,8,2000-02-20,2000,8,NOTDEFINED,3.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200008,200008,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-02-28,2000,9,2000-02-27,2000,9,NOTDEFINED,2.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200009,200009,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-03-06,2000,10,2000-03-05,2000,10,NOTDEFINED,3.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200010,200010,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-03-13,2000,11,2000-03-12,2000,11,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,"3363 ARD cases-PHCs/Hospitals, Pune(March)",IN,200011,200011,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-03-20,2000,12,2000-03-19,2000,12,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200012,200012,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-03-27,2000,13,2000-03-26,2000,13,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200013,200013,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-04-03,2000,14,2000-04-02,2000,14,NOTDEFINED,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200014,200014,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-04-10,2000,15,2000-04-09,2000,15,NOTDEFINED,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200015,200015,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-04-17,2000,16,2000-04-16,2000,16,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,"2467 ARD cases-PHCs/Hospitals, Pune(April)",IN,200016,200016,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-04-24,2000,17,2000-04-23,2000,17,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200017,200017,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-05-01,2000,18,2000-04-30,2000,18,NOTDEFINED,4.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200018,200018,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-05-08,2000,19,2000-05-07,2000,19,NOTDEFINED,3.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200019,200019,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-05-15,2000,20,2000-05-14,2000,20,NOTDEFINED,3.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200020,200020,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-05-22,2000,21,2000-05-21,2000,21,NOTDEFINED,5.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,4.0,,,,,,,,,,,,no activity,IN,200021,200021,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-05-29,2000,22,2000-05-28,2000,22,NOTDEFINED,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,4.0,,,,,,,,,,,,no activity,IN,200022,200022,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-06-05,2000,23,2000-06-04,2000,23,NOTDEFINED,10.0,,,0.0,2.0,,,0.0,,,,2.0,,,,,,0.0,0.0,2.0,,4.0,,,,,,,,,,,,no activity,IN,200023,200023,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-06-12,2000,24,2000-06-11,2000,24,NOTDEFINED,15.0,,,0.0,1.0,,,0.0,,,,1.0,,,,,,0.0,0.0,1.0,,4.0,,,,,,,,,,,,no activity,IN,200024,200024,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-06-19,2000,25,2000-06-18,2000,25,NOTDEFINED,32.0,,,0.0,2.0,,,0.0,,,,2.0,,,,,,0.0,0.0,2.0,,4.0,,,,,,,,,,,,no activity,IN,200025,200025,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-06-26,2000,26,2000-06-25,2000,26,NOTDEFINED,20.0,,,1.0,2.0,,,0.0,,,,3.0,,,,,,0.0,0.0,3.0,,4.0,,,,,,,,,,,,sporadic A(H1N1) from a 6 yr old girl,IN,200026,200026,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-07-03,2000,27,2000-07-02,2000,27,NOTDEFINED,21.0,,,0.0,1.0,,,0.0,,,,1.0,,,,,,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,IN,200027,200027,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-07-10,2000,28,2000-07-09,2000,28,NOTDEFINED,8.0,,,1.0,0.0,,,1.0,,,,2.0,,,,,,0.0,0.0,2.0,,4.0,,,,,,,,,,,,,IN,200028,200028,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-07-17,2000,29,2000-07-16,2000,29,NOTDEFINED,17.0,,,0.0,2.0,,,0.0,,,,2.0,,,,,,0.0,0.0,2.0,,4.0,,,,,,,,,,,,"9040 ARD cases-PHCs/hospitals, Pune(July)",IN,200029,200029,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-07-24,2000,30,2000-07-23,2000,30,NOTDEFINED,8.0,,,1.0,1.0,,,0.0,,,,2.0,,,,,,0.0,0.0,2.0,,4.0,,,,,,,,,,,,sporadic A(H3N2) from a 2 yr old boy and A(H1N1) from a 9 yr old boy,IN,200030,200030,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-07-31,2000,31,2000-07-30,2000,31,NOTDEFINED,6.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,4.0,,,,,,,,,,,,,IN,200031,200031,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-08-07,2000,32,2000-08-06,2000,32,NOTDEFINED,4.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,4.0,,,,,,,,,,,,,IN,200032,200032,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-08-14,2000,33,2000-08-13,2000,33,NOTDEFINED,14.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,4.0,,,,,,,,,,,,"7633 ARD cases-PHCs/hospitals, Pune (Aug)",IN,200033,200033,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-08-21,2000,34,2000-08-20,2000,34,NOTDEFINED,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200034,200034,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-08-28,2000,35,2000-08-27,2000,35,NOTDEFINED,5.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200035,200035,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-09-04,2000,36,2000-09-03,2000,36,NOTDEFINED,16.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200036,200036,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-09-11,2000,37,2000-09-10,2000,37,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,200037,200037,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-09-18,2000,38,2000-09-17,2000,38,NOTDEFINED,4.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,"5869 ARD cases-PHCs/hospitals,Pune(Sept)",IN,200038,200038,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-09-25,2000,39,2000-09-24,2000,39,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,sporadic activity,IN,200039,200039,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-10-02,2000,40,2000-10-01,2000,40,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,sporadic activity,IN,200040,200040,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-10-09,2000,41,2000-10-08,2000,41,NOTDEFINED,2.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,sporadic activity,IN,200041,200041,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-10-16,2000,42,2000-10-15,2000,42,NOTDEFINED,1.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,no activity,IN,200042,200042,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-10-23,2000,43,2000-10-22,2000,43,NOTDEFINED,6.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,sporadic activity,IN,200043,200043,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-10-30,2000,44,2000-10-29,2000,44,NOTDEFINED,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,3.0,,,,,,,,,,,,sporadic activity,IN,200044,200044,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-11-06,2000,45,2000-11-05,2000,45,NOTDEFINED,8.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,sporadic activity,IN,200045,200045,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2000-11-13,2000,46,2000-11-12,2000,46,NOTDEFINED,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,sporadic activity,IN,200046,200046,,,
