WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW,PSOURCE_SUBTYPE_INF,PSOURCE_PPOS_INF,PSOURCE_RSV
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-03-09,2015,11,2015-03-08,2015,10,NOTDEFINED,2816.0,2816.0,925.0,0.0,3.0,0.0,,0.0,,0.0,,928.0,,,0.0,,0.0,0.0,0.0,928.0,,6.0,,,,,,,,,,,,,IN,201511,201510,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-03-16,2015,12,2015-03-15,2015,11,NOTDEFINED,2038.0,2038.0,556.0,0.0,1.0,0.0,,0.0,,0.0,,557.0,,,0.0,,0.0,0.0,0.0,557.0,,6.0,,,,,,,,,,,,,IN,201512,201511,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-03-23,2015,13,2015-03-22,2015,12,NOTDEFINED,1451.0,1451.0,269.0,0.0,1.0,0.0,,0.0,,0.0,,270.0,,,0.0,,0.0,2.0,2.0,272.0,,6.0,,,,,,,,,,,,,IN,201513,201512,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-03-30,2015,14,2015-03-29,2015,13,NOTDEFINED,682.0,682.0,118.0,0.0,0.0,0.0,,0.0,,0.0,,118.0,,,0.0,,0.0,1.0,1.0,119.0,,5.0,,,,,,,,,,,,,IN,201514,201513,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-04-06,2015,15,2015-04-05,2015,14,NOTDEFINED,484.0,484.0,66.0,0.0,0.0,0.0,,0.0,,0.0,,66.0,,,0.0,,0.0,0.0,0.0,66.0,,5.0,,,,,,,,,,,,,IN,201515,201514,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-04-13,2015,16,2015-04-12,2015,15,NOTDEFINED,306.0,306.0,39.0,0.0,1.0,0.0,,0.0,,0.0,,40.0,,,0.0,,0.0,0.0,0.0,40.0,,5.0,,,,,,,,,,,,,IN,201516,201515,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-04-20,2015,17,2015-04-19,2015,16,NOTDEFINED,238.0,238.0,29.0,0.0,0.0,0.0,,0.0,,0.0,,29.0,,,0.0,,0.0,3.0,3.0,32.0,,5.0,,,,,,,,,,,,,IN,201517,201516,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-04-27,2015,18,2015-04-26,2015,17,NOTDEFINED,172.0,172.0,14.0,0.0,0.0,0.0,,0.0,,0.0,,14.0,,,0.0,,0.0,0.0,0.0,14.0,,3.0,,,,,,,,,,,,,IN,201518,201517,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-05-04,2015,19,2015-05-03,2015,18,NOTDEFINED,103.0,103.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,6.0,,,0.0,,0.0,0.0,0.0,6.0,,3.0,,,,,,,,,,,,,IN,201519,201518,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-05-11,2015,20,2015-05-10,2015,19,NOTDEFINED,91.0,93.0,13.0,0.0,0.0,0.0,,0.0,,0.0,,13.0,,,0.0,,0.0,0.0,0.0,13.0,,3.0,,,,,,,,,,,,,IN,201520,201519,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-05-18,2015,21,2015-05-17,2015,20,NOTDEFINED,70.0,80.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,8.0,,,0.0,,0.0,0.0,0.0,8.0,,3.0,,,,,,,,,,,,,IN,201521,201520,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-05-25,2015,22,2015-05-24,2015,21,NOTDEFINED,54.0,54.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,8.0,,,0.0,,0.0,0.0,0.0,8.0,,3.0,,,,,,,,,,,,,IN,201522,201521,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-06-01,2015,23,2015-05-31,2015,22,NOTDEFINED,49.0,50.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201523,201522,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-06-08,2015,24,2015-06-07,2015,23,NOTDEFINED,70.0,70.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,4.0,,,0.0,,0.0,0.0,0.0,4.0,,3.0,,,,,,,,,,,,,IN,201524,201523,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-06-15,2015,25,2015-06-14,2015,24,NOTDEFINED,71.0,71.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,1.0,1.0,2.0,,3.0,,,,,,,,,,,,,IN,201525,201524,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-06-22,2015,26,2015-06-21,2015,25,NOTDEFINED,68.0,68.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,IN,201526,201525,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-06-29,2015,27,2015-06-28,2015,26,NOTDEFINED,63.0,68.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,IN,201527,201526,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-07-06,2015,28,2015-07-05,2015,27,NOTDEFINED,59.0,59.0,1.0,0.0,2.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,,,,,IN,201528,201527,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-07-13,2015,29,2015-07-12,2015,28,NOTDEFINED,91.0,91.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,IN,201529,201528,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-07-20,2015,30,2015-07-19,2015,29,NOTDEFINED,53.0,57.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,5.0,5.0,8.0,,3.0,,,,,,,,,,,,,IN,201530,201529,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-07-27,2015,31,2015-07-26,2015,30,NOTDEFINED,80.0,83.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,7.0,7.0,8.0,,3.0,,,,,,,,,,,,,IN,201531,201530,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-08-03,2015,32,2015-08-02,2015,31,NOTDEFINED,105.0,115.0,7.0,0.0,0.0,0.0,,0.0,,0.0,,7.0,,,0.0,,0.0,1.0,1.0,8.0,,3.0,,,,,,,,,,,,,IN,201532,201531,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-08-10,2015,33,2015-08-09,2015,32,NOTDEFINED,146.0,156.0,19.0,0.0,0.0,0.0,,0.0,,0.0,,19.0,,,0.0,,0.0,0.0,0.0,19.0,,3.0,,,,,,,,,,,,,IN,201533,201532,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-08-17,2015,34,2015-08-16,2015,33,NOTDEFINED,159.0,159.0,34.0,0.0,0.0,0.0,,0.0,,0.0,,34.0,,,0.0,,0.0,3.0,3.0,37.0,,3.0,,,,,,,,,,,,,IN,201534,201533,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-08-24,2015,35,2015-08-23,2015,34,NOTDEFINED,189.0,189.0,55.0,0.0,0.0,0.0,,0.0,,0.0,,55.0,,,0.0,,0.0,5.0,5.0,60.0,,3.0,,,,,,,,,,,,,IN,201535,201534,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-08-31,2015,36,2015-08-30,2015,35,NOTDEFINED,224.0,224.0,60.0,0.0,0.0,0.0,,0.0,,0.0,,60.0,,,0.0,,0.0,2.0,2.0,62.0,,3.0,,,,,,,,,,,,,IN,201536,201535,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-09-07,2015,37,2015-09-06,2015,36,NOTDEFINED,184.0,184.0,53.0,0.0,0.0,0.0,,0.0,,0.0,,53.0,,,0.0,,0.0,2.0,2.0,55.0,,3.0,,,,,,,,,,,,,IN,201537,201536,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-09-14,2015,38,2015-09-13,2015,37,NOTDEFINED,227.0,227.0,49.0,0.0,0.0,0.0,,0.0,,0.0,,49.0,,,0.0,,0.0,4.0,4.0,53.0,,3.0,,,,,,,,,,,,,IN,201538,201537,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-09-21,2015,39,2015-09-20,2015,38,NOTDEFINED,221.0,221.0,60.0,0.0,0.0,0.0,,0.0,,0.0,,60.0,,,0.0,,0.0,5.0,5.0,65.0,,3.0,,,,,,,,,,,,,IN,201539,201538,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-09-28,2015,40,2015-09-27,2015,39,NOTDEFINED,204.0,204.0,48.0,0.0,0.0,0.0,,0.0,,0.0,,48.0,,,0.0,,0.0,5.0,5.0,53.0,,3.0,,,,,,,,,,0,,,IN,201540,201539,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-10-05,2015,41,2015-10-04,2015,40,NOTDEFINED,272.0,272.0,63.0,0.0,0.0,0.0,,0.0,,0.0,,63.0,,,0.0,,0.0,13.0,13.0,76.0,,3.0,,,,,,,,,,,,,IN,201541,201540,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-10-12,2015,42,2015-10-11,2015,41,NOTDEFINED,183.0,183.0,34.0,0.0,0.0,0.0,,0.0,,0.0,,34.0,,,0.0,,0.0,7.0,7.0,41.0,,3.0,,,,,,,,,,,,,IN,201542,201541,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-10-19,2015,43,2015-10-18,2015,42,NOTDEFINED,132.0,132.0,21.0,0.0,2.0,0.0,,0.0,,0.0,,23.0,,,0.0,,0.0,3.0,3.0,26.0,,3.0,,,,,,,,,,,,,IN,201543,201542,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-10-26,2015,44,2015-10-25,2015,43,NOTDEFINED,146.0,146.0,16.0,0.0,1.0,0.0,,0.0,,0.0,,17.0,,,0.0,,0.0,6.0,6.0,23.0,,3.0,,,,,,,,,,,,,IN,201544,201543,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-11-02,2015,45,2015-11-01,2015,44,NOTDEFINED,116.0,116.0,11.0,0.0,0.0,0.0,,0.0,,0.0,,11.0,,,0.0,,0.0,0.0,0.0,11.0,,3.0,,,,,,,,,,,,,IN,201545,201544,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-11-09,2015,46,2015-11-08,2015,45,NOTDEFINED,58.0,58.0,10.0,0.0,0.0,0.0,,0.0,,0.0,,10.0,,,0.0,,0.0,0.0,0.0,10.0,,3.0,,,,,,,,,,,,,IN,201546,201545,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-11-16,2015,47,2015-11-15,2015,46,NOTDEFINED,74.0,74.0,7.0,0.0,1.0,0.0,,0.0,,0.0,,8.0,,,0.0,,0.0,1.0,1.0,9.0,,3.0,,,,,,,,,,,,,IN,201547,201546,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-11-23,2015,48,2015-11-22,2015,47,NOTDEFINED,28.0,28.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,IN,201548,201547,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-11-30,2015,49,2015-11-29,2015,48,NOTDEFINED,51.0,51.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,4.0,,,0.0,,0.0,1.0,1.0,5.0,,3.0,,,,,,,,,,,,,IN,201549,201548,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-12-07,2015,50,2015-12-06,2015,49,NOTDEFINED,57.0,57.0,3.0,0.0,1.0,0.0,,0.0,,0.0,,4.0,,,0.0,,0.0,0.0,0.0,4.0,,3.0,,,,,,,,,,,,,IN,201550,201549,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-12-14,2015,51,2015-12-13,2015,50,NOTDEFINED,53.0,53.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201551,201550,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-12-21,2015,52,2015-12-20,2015,51,NOTDEFINED,38.0,38.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201552,201551,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2015-12-28,2015,53,2015-12-27,2015,52,NOTDEFINED,25.0,25.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,,,,,IN,201553,201552,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-01-04,2016,1,2016-01-03,2016,1,NOTDEFINED,45.0,45.0,0.0,0.0,3.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,,,,,IN,201601,201601,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-01-11,2016,2,2016-01-10,2016,2,NOTDEFINED,44.0,44.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,IN,201602,201602,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-01-18,2016,3,2016-01-17,2016,3,NOTDEFINED,29.0,29.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201603,201603,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-01-25,2016,4,2016-01-24,2016,4,NOTDEFINED,43.0,43.0,1.0,0.0,3.0,0.0,,0.0,,0.0,,4.0,,,0.0,,0.0,0.0,0.0,4.0,,3.0,,,,,,,,,,,,,IN,201604,201604,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-02-01,2016,5,2016-01-31,2016,5,NOTDEFINED,58.0,58.0,4.0,0.0,2.0,0.0,,0.0,,0.0,,6.0,,,0.0,,0.0,0.0,0.0,6.0,,3.0,,,,,,,,,,,,,IN,201605,201605,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-02-08,2016,6,2016-02-07,2016,6,NOTDEFINED,58.0,58.0,5.0,0.0,8.0,0.0,,0.0,,0.0,,13.0,,,0.0,,3.0,0.0,3.0,16.0,,3.0,,,,,,,,,,,,,IN,201606,201606,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-02-15,2016,7,2016-02-14,2016,7,NOTDEFINED,49.0,49.0,4.0,0.0,3.0,0.0,,0.0,,0.0,,7.0,,,0.0,,0.0,0.0,0.0,7.0,,3.0,,,,,,,,,,,,,IN,201607,201607,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-02-22,2016,8,2016-02-21,2016,8,NOTDEFINED,42.0,42.0,1.0,0.0,3.0,0.0,,0.0,,0.0,,4.0,,,0.0,,0.0,1.0,1.0,5.0,,3.0,,,,,,,,,,,,,IN,201608,201608,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-02-29,2016,9,2016-02-28,2016,9,NOTDEFINED,31.0,31.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201609,201609,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-03-07,2016,10,2016-03-06,2016,10,NOTDEFINED,33.0,33.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201610,201610,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-03-14,2016,11,2016-03-13,2016,11,NOTDEFINED,52.0,52.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,IN,201611,201611,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-03-21,2016,12,2016-03-20,2016,12,NOTDEFINED,22.0,22.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201612,201612,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-03-28,2016,13,2016-03-27,2016,13,NOTDEFINED,26.0,26.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201613,201613,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-04-04,2016,14,2016-04-03,2016,14,NOTDEFINED,20.0,20.0,1.0,0.0,2.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,,,,,IN,201614,201614,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-04-11,2016,15,2016-04-10,2016,15,NOTDEFINED,33.0,33.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,0,,,IN,201615,201615,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-04-18,2016,16,2016-04-17,2016,16,NOTDEFINED,23.0,23.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,1.0,1.0,2.0,,3.0,,,,,,,,,,,,,IN,201616,201616,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-04-25,2016,17,2016-04-24,2016,17,NOTDEFINED,18.0,18.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201617,201617,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-05-02,2016,18,2016-05-01,2016,18,NOTDEFINED,21.0,21.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201618,201618,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-05-09,2016,19,2016-05-08,2016,19,NOTDEFINED,18.0,18.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201619,201619,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-05-16,2016,20,2016-05-15,2016,20,NOTDEFINED,20.0,20.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201620,201620,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-05-23,2016,21,2016-05-22,2016,21,NOTDEFINED,14.0,14.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201621,201621,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-05-30,2016,22,2016-05-29,2016,22,NOTDEFINED,15.0,15.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201622,201622,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-06-06,2016,23,2016-06-05,2016,23,NOTDEFINED,15.0,15.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201623,201623,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-06-13,2016,24,2016-06-12,2016,24,NOTDEFINED,16.0,16.0,0.0,0.0,3.0,0.0,,0.0,,0.0,,3.0,,,1.0,,0.0,0.0,1.0,4.0,,3.0,,,,,,,,,,,,,IN,201624,201624,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-06-20,2016,25,2016-06-19,2016,25,NOTDEFINED,26.0,26.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,,,,,,,,,,,,IN,201625,201625,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-06-27,2016,26,2016-06-26,2016,26,NOTDEFINED,20.0,20.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201626,201626,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-07-04,2016,27,2016-07-03,2016,27,NOTDEFINED,26.0,26.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,,IN,201627,201627,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-07-11,2016,28,2016-07-10,2016,28,NOTDEFINED,37.0,37.0,1.0,0.0,7.0,0.0,,0.0,,0.0,,8.0,,,1.0,,0.0,0.0,1.0,9.0,,3.0,,,,,,,,,,,,,IN,201628,201628,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-07-18,2016,29,2016-07-17,2016,29,NOTDEFINED,46.0,46.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,2.0,,,1.0,,0.0,0.0,1.0,3.0,,3.0,,,,,,,,,,,,,IN,201629,201629,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-07-25,2016,30,2016-07-24,2016,30,NOTDEFINED,56.0,56.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,IN,201630,201630,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-08-01,2016,31,2016-07-31,2016,31,NOTDEFINED,51.0,51.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,1.0,,,0.0,,0.0,2.0,2.0,3.0,,3.0,,,,,,,,,,,,,IN,201631,201631,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-08-08,2016,32,2016-08-07,2016,32,NOTDEFINED,53.0,53.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201632,201632,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-08-15,2016,33,2016-08-14,2016,33,NOTDEFINED,40.0,40.0,1.0,0.0,2.0,0.0,,0.0,,0.0,,3.0,,,0.0,,0.0,0.0,0.0,3.0,,3.0,,,,,,,,,,,,,IN,201633,201633,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-08-22,2016,34,2016-08-21,2016,34,NOTDEFINED,93.0,93.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,2.0,,,4.0,,0.0,2.0,6.0,8.0,,3.0,,,,,,,,,,,,,IN,201634,201634,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-08-29,2016,35,2016-08-28,2016,35,NOTDEFINED,28.0,28.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,3.0,,,,,,,,,,,,,IN,201635,201635,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-09-05,2016,36,2016-09-04,2016,36,NOTDEFINED,29.0,29.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,0,,,IN,201636,201636,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-09-12,2016,37,2016-09-11,2016,37,NOTDEFINED,46.0,46.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,IN,201637,201637,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-09-19,2016,38,2016-09-18,2016,38,NOTDEFINED,27.0,27.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,IN,201638,201638,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-09-26,2016,39,2016-09-25,2016,39,NOTDEFINED,36.0,36.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,IN,201639,201639,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-10-03,2016,40,2016-10-02,2016,40,NOTDEFINED,19.0,19.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,2.0,2.0,2.0,,3.0,,,,,,,,,,,,,IN,201640,201640,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-10-10,2016,41,2016-10-09,2016,41,NOTDEFINED,28.0,29.0,,,,,,,,,,,,,,,,,,,28.0,3.0,,,,,,,,,,,,,IN,201641,201641,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-10-17,2016,42,2016-10-16,2016,42,NOTDEFINED,21.0,21.0,,,,,,,,,,,,,,,,,,,21.0,3.0,,,,,,,,,,,,,IN,201642,201642,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-10-24,2016,43,2016-10-23,2016,43,NOTDEFINED,33.0,33.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,1.0,1.0,1.0,32.0,3.0,,,,,,,,,,"Out of 33, 30 samples tested for other respiratory pathogens.
Referred samples tested only for Influenza.",,,IN,201643,201643,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-10-31,2016,44,2016-10-30,2016,44,NOTDEFINED,42.0,42.0,,,1.0,,,,,,,1.0,,,,,,3.0,3.0,4.0,38.0,3.0,0.0,0.0,,5.0,0.0,2.0,,1.0,0.0,,,,IN,201644,201644,,,
SEAR,YR,NH,FLU_STH_ASIA,IND,India,2016-11-07,2016,45,2016-11-06,2016,45,NOTDEFINED,84.0,84.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,1.0,1.0,1.0,83.0,3.0,2.0,0.0,,12.0,0.0,7.0,,1.0,0.0,"from 84 samples 67 samples tested for other respiratory viruses.
17 referred samples not tested for other respiratory viruses.",,,IN,201645,201645,,,
